song_name,class,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
True - Feat Lil' Flip - Chamillionaire.mp3,angry,161.4990234375,195569,1261.735483871,0.4229449063,0.2986378215,0.0891845484,0.5613361135,0.2554582783,0.0652589319,0.2710904663,0.0992133681,0.0098432924,13.0004769151,122.7968768107,15079.0729544505,3.8098554379,20.8232392538,433.6072930221,0.0047128138,2.5843121043,6.6786690526,0.229153499,0.10081058,0.0101627726,3219.4429181808,803.348327109,645368.534668766,2804.8491529715,321.5511600275,103395.148515001,19.5080193992,6.9750182759,48.6508799496,6569.4894418628,1228.7614642922,1509854.7361296,3.0583013127,3.5587995467,12.6650542133,-0.0025728411,0.0496526971,0.0024653903,0.17095267,0.0832887242,0.0069370116,-1.96086921278038E-06,0.1341067851,0.0179846287,3.90025415981654E-05,0.1562974155,0.0244288817,3.0615510204,1.620684221,2.6266173443
Ultimate - Denzel Curry.mp3,angry,112.3471467391,141527,1263.6339285714,0.3862864427,0.30612655,0.0937134646,0.4507426821,0.2970113532,0.0882157439,0.2393043397,0.1614520558,0.0260667663,15.0329641438,116.0994902205,13479.0916294565,3.3594622889,37.7289296172,1423.4721300577,0.0127377905,2.750077163,7.5629244027,0.2355674058,0.1220532432,0.0148969935,2237.1225711159,628.5197407598,395037.064524778,2037.0900353545,527.3113202996,278057.228516074,22.278595728,8.1328560056,66.1433468071,4336.1279466942,1312.200801019,1721870.94219476,2.8831381333,3.6869773286,13.5938018217,0.0061146369,0.0929663859,0.0086427489,0.1044385219,0.0496356794,0.0024637007,-0.000007293,0.2104073912,0.0442712717,0.0005204387,0.1096641198,0.0120262196,5.1443809524,3.0713819237,9.4333869214
Undead - Hollywood Undead.mp3,angry,80.7495117188,103463,1277.3209876543,0.4874504121,0.2705915212,0.0732197714,0.5010315236,0.2570287567,0.0660637818,0.2573572837,0.1307691165,0.0171005618,8.0310087008,45.2033219512,2043.3403154273,4.4922705842,22.864279515,522.7752777416,0.0146217068,2.0998840129,4.4095128676,0.1850957423,0.0737060755,0.0054325857,3102.9488940081,614.321665647,377391.108883287,2792.088117414,230.7939797345,53265.8610816817,18.4393950198,6.6039263821,43.6118436601,6501.9106838356,943.3971381048,889998.160184341,2.8950194828,3.4339074534,11.7917203986,-0.0158003205,0.0589426496,0.0034742359,0.1630717653,0.0694337494,0.0048210456,6.07017500442453E-06,0.1211988851,0.0146891698,0.0001002062,0.1034593284,0.0107038319,3.9183673469,1.7658752611,3.1183154377
Under Pressure - Logic.mp3,angry,161.4990234375,211537,1274.3192771084,0.4165868768,0.3014028082,0.0908436528,0.4763420774,0.2918733651,0.0851900613,0.2470952412,0.1492557372,0.0222772751,22.0768195228,171.1303550557,29285.5984214835,5.2000243496,30.3217202432,919.4067185076,0.0130975563,3.3224392691,11.0386026966,0.2856702805,0.1289993525,0.0166408326,2976.472477804,1118.392706231,1250802.24535068,2919.9565429273,387.5009349384,150156.974578154,19.9340549052,7.1995989335,51.8342248033,6529.2855183038,1749.1502739001,3059526.6806846,2.9862784671,3.6971254857,13.6687368572,-0.0121719448,0.0785137329,0.0061644063,0.1206366477,0.0965485823,0.0093216288,2.02157880266896E-05,0.2001876235,0.0400750823,-6.19277197984047E-05,0.1914781183,0.0366638713,2.44738322,1.3762872788,1.8941666737
Van God Los - Kraantje Pappie.mp3,angry,123.046875,137305,1204.4298245614,0.4338526095,0.2968320867,0.0881092877,0.4910546541,0.2863264018,0.0819828084,0.2545357695,0.1361795704,0.0185448754,21.9948846316,155.2261738617,24095.1650517458,5.1664178257,30.2630486529,915.8521137696,0.0134971357,2.6838093174,7.2028324522,0.2879937887,0.1252382398,0.0156846158,2618.2260830471,880.0420326129,774473.979165472,2663.6228669603,525.9282191557,276600.491704301,19.2579247829,6.8608461461,47.071209841,5797.0607792999,1824.7736353652,3329798.82032394,3.4022837087,4.0996565154,16.8071835441,0.0211635789,0.0687569149,0.0047275134,0.1008623909,0.0632941169,0.0040061452,1.51173280755756E-05,0.2301937491,0.0529891588,5.87631484449958E-06,0.1493516415,0.0223059114,8.0561632653,2.511745276,6.3088643317
Visual Camouflage (feat Apathy Zilla Vinnie Paz King Magnetic Celph Titled & Esoteric) - Army Of The Pharaohs.mp3,angry,86.1328125,107726,1267.3647058824,0.3813946128,0.3043952713,0.0926564812,0.4271470908,0.2956283897,0.0873961448,0.2333989293,0.1698772296,0.0288582731,21.7236451017,150.2752277407,22582.6440725041,5.8674430594,28.5564366082,815.4700717595,0.0139189532,3.3005934486,10.8939171133,0.2905662656,0.1078244373,0.0116261085,2413.1116903363,738.4718183626,545340.626515731,2603.2395227588,440.8931061136,194386.731018485,20.1336638616,6.4981683742,42.22619222,5211.2101551918,1691.0310056456,2859585.8620548,3.2992629006,3.8358121857,14.7134551241,0.0199437844,0.0739460469,0.0054680179,0.0766680927,0.0380269805,0.0014460512,2.61999066424323E-05,0.2244755626,0.0503892787,-0.0001054497,0.145694524,0.0212268941,7.302675737,2.0634362758,4.2577692645
Waar Is Kraan - Kraantje Pappie.mp3,angry,161.4990234375,204385,1285.4402515723,0.4222512743,0.292986533,0.0858411085,0.489306427,0.2866274429,0.082155291,0.2494145941,0.1453468045,0.0211256936,16.9737060497,121.1756688172,14683.5427133044,5.2260903966,23.7107591984,562.2001017627,-0.0002373069,2.3116161521,5.3435692346,0.2608558536,0.0932486728,0.0086953156,2672.921289722,710.1437200935,504304.103188179,2714.6669826659,330.7596808371,109401.966467442,19.3029771451,6.5549751136,42.9676987398,5920.2892008212,1267.2575455146,1605941.68666361,3.3247338877,3.8850847506,15.0938835197,-0.0044296658,0.0664807756,0.0044196935,0.1055596414,0.0591797144,0.0035022386,2.27574091695715E-05,0.1955473572,0.0382387675,3.97327457903884E-05,0.1408352256,0.0198345613,3.1323718821,1.6311567783,2.6606724354
Wakedafucup (feat Dope DOD) - Onyx.mp3,angry,89.1029094828,114152,1392.0975609756,0.420835466,0.2978580358,0.0887194095,0.4785710755,0.2911715233,0.084780856,0.2463540982,0.1504758839,0.0226429916,22.4108954498,199.3070195696,39723.2880497053,4.3065181631,40.7522113804,1660.742732395,0.0044151006,3.6075966042,13.014753259,0.2813580632,0.1421408802,0.02020403,2071.5522111111,1148.3236092973,1318647.11166954,2234.9101278914,734.6022053711,539640.40013602,20.5788234363,6.7144853831,45.0843139592,4240.1743602458,2465.4477563222,6078432.63915437,2.9288289182,3.6209742082,13.1114542163,-0.024796894,0.0761322671,0.0057961221,0.0828237622,0.0686461952,0.0047123001,4.49651588496636E-06,0.234941572,0.0551975444,0.0003330465,0.1533398181,0.0235130992,6.0151292517,2.9860579552,8.9165421121
War Is My Destiny (feat Max Cavalera & Immortal Technique) - ILL Bill.mp3,angry,92.28515625,114074,1281.7303370787,0.4997472887,0.2834189234,0.0803262862,0.636166837,0.2193227536,0.0481024702,0.2832985245,0.0554552012,0.0030752793,10.7078874965,72.4326190129,5246.4842970638,6.2239452615,25.9662466496,674.2459650659,0.0130652289,2.4193440389,5.8532255785,0.2170966715,0.0665940195,0.0044347635,2767.0663336106,1006.9460381225,1013940.32369061,2537.5633642577,452.1167658131,204409.569929269,18.4853379988,7.0557349962,49.7833963365,5572.9371345449,1780.647683481,3170706.17268604,2.9128770764,3.1685225416,10.0395350964,-0.0010985217,0.0425336223,0.001809109,0.1434433881,0.0857122465,0.0073465892,-0.000002783,0.1469707936,0.0216004141,-9.16645367396995E-05,0.1133015379,0.0128372377,2.8874013605,1.4696649279,2.1599150004
Piro - Onyx.mp3,angry,95.703125,114569,1245.3152173913,0.4770376155,0.2940969837,0.0864930358,0.4981809795,0.2855400213,0.0815331038,0.2520559059,0.140716572,0.0198011536,22.6179105179,196.1234396834,38464.4035932392,3.9057592393,32.2348698139,1039.0868319161,0.0141457893,3.6310368964,13.1844289427,0.28241238,0.1397615969,0.0195333045,2556.7779199973,1022.76789835,1046054.1738953,2625.9828823904,523.7717681155,274336.865074856,18.2746974339,6.7457517604,45.5051668131,5495.4126033252,2023.9038228562,4096186.68417191,3.1350257528,3.8485312319,14.8111926426,0.0064954925,0.0621572311,0.0038635214,0.0964795753,0.0819951067,0.0067231975,-0.0003293757,0.2286122441,0.0522635579,-0.0008983375,0.1568266302,0.0245945938,7.1830929705,2.1803929975,4.7541136234
Point of No Return - Immortal Technique.mp3,angry,89.1029094828,108553,1247.7356321839,0.3924805788,0.3090375118,0.0955041837,0.507480599,0.2798419752,0.0783115311,0.2629588507,0.1191048957,0.0141859762,11.4741174123,123.0119237547,15131.9333858233,-0.6763999318,34.7822147703,1209.8024643304,0.0073587492,3.2794792378,10.7549840714,0.1838306189,0.1300213039,0.0169055406,2845.2587609988,1194.2450908532,1426221.33702697,2679.1517428611,509.4026545936,259491.06450703,20.75816852,6.4231694334,41.2571055699,5866.3561936134,1961.8453861392,3848837.31911552,1.9006317968,2.628720998,6.9101740852,0.0240312764,0.0658561376,0.0043370309,0.1339339974,0.1045792233,0.0109368139,-5.04130766785238E-05,0.135450229,0.018346766,5.34886166860815E-05,0.1415753663,0.0200435836,4.6962358277,2.5721681391,6.616048936
POWER - Kanye West.mp3,angry,151.9990808824,190618,1262.3708609272,0.41885306,0.2981654364,0.0889026275,0.5185731388,0.2708745899,0.0733730435,0.2615838706,0.122095094,0.014907212,18.2774365574,148.7943858392,22139.7692572605,2.8394878103,29.3349406633,860.5387437172,0.009597913,2.9646614114,8.789217284,0.2576591671,0.1271844357,0.016175881,2497.5885390802,744.6215621333,554461.270793804,2475.0055810815,383.4861650614,147061.638793473,19.866261465,7.3114226959,53.4569018378,5162.6062824261,1509.8825974332,2279745.4580315,3.37361613,4.078628019,16.6352065171,0.0176394349,0.0649020056,0.0042122703,0.1150015722,0.0678448653,0.0046029258,6.33283852948807E-05,0.2158842534,0.046606008,0.0003645408,0.1179272532,0.0139068374,3.7860136054,2.2501259283,5.0630666931
Put em in the Grave - Jedi Mind Tricks.mp3,angry,95.703125,120347,1280.2872340426,0.4288259117,0.301851052,0.0911140576,0.5079508183,0.2841819485,0.0807593799,0.255517848,0.1343278179,0.0180439627,14.4142170449,106.283871416,11296.2613231795,5.8310395145,31.1995438635,973.4115372883,0.0139648695,3.3761385594,11.3983115721,0.2401259989,0.0914978758,0.0083718607,2460.7409879562,786.4779892068,618547.627506742,2492.9788407164,443.7390352581,196904.331411824,20.1675757749,6.69800149,44.8632239603,5178.1686883224,1577.4298316127,2488284.87366149,2.8009383234,3.2875817963,10.8081940672,-0.0071141374,0.0651180661,0.0042403625,0.0967426123,0.0563365209,0.0031738036,5.35031040271861E-06,0.1850105375,0.0342288986,-9.43958584684879E-05,0.1221035868,0.0149092851,2.9175873016,1.465403133,2.1474063423
Raindrops - Slaughterhouse.mp3,angry,89.1029094828,110138,1265.9540229885,0.4629077074,0.2910495899,0.0847098638,0.4145373048,0.2882990141,0.0831163215,0.2312321681,0.1728149813,0.0298650178,18.7292998538,146.4878752908,21458.6976072176,6.504256498,23.2724041443,541.6047946556,0.0135632249,2.4784013936,6.1424734677,0.2681992352,0.1096192747,0.0120163849,2842.5251098245,880.7901142133,775791.225295804,2900.0034705713,379.0262322489,143660.884732823,19.0219032428,6.327900303,40.0423222442,6362.2823614823,1513.7679875922,2291493.52025877,3.065148694,3.4583893056,11.9604565892,0.0087814197,0.0895767963,0.0080240024,0.1063878676,0.064624399,0.0041763129,-5.95536002947483E-05,0.2316934913,0.0536818765,-0.0006114405,0.117322892,0.0137646608,5.6935328798,3.118834952,9.7271314579
Rap God - Eminem.mp3,angry,151.9990808824,187593,1284.8835616438,0.4322022269,0.3045653548,0.0927600553,0.4607555986,0.289847631,0.0840116492,0.2469976456,0.1494171891,0.0223254964,3.5552890244,23.4287894427,548.9081747525,-0.5860635478,40.6321280667,1650.9698312296,0.0065215924,3.2661452579,10.6677048457,0.1177206859,0.0525094643,0.0027572438,2341.0654987246,984.5915143703,969420.450169955,2305.2435490624,576.3847071684,332219.330657586,19.7401867335,6.9352597112,48.0978272618,4606.5263116323,2017.8235182542,4071611.75081977,1.4922080384,1.8428155744,3.3959692411,0.0103229642,0.0810931288,0.0065760955,0.1065197641,0.0755049112,0.0057009916,1.18806337923161E-05,0.0932537019,0.0086962525,-7.19288582331501E-05,0.0640090182,0.0040971548,3.1997097506,1.5312252922,2.3446508955
Raze It Up - Onyx.mp3,angry,92.28515625,106987,1215.7613636364,0.3820880175,0.3169609112,0.1004642192,0.5468876656,0.2723957466,0.0741994427,0.2716344691,0.0977141162,0.0095480485,8.9185914148,108.7333624391,11822.9441073044,-0.8465996625,34.4738716737,1188.4478281753,0.0141441647,3.906923497,15.2640512114,0.1634792686,0.1168899462,0.0136632593,2843.0867325461,840.0837562239,705740.717471236,2527.5637267419,351.3810734094,123468.658750355,20.4512796812,6.72071559,45.1680180411,5671.1865404442,1306.5526337223,1707079.78468662,1.8110967385,2.522574991,6.3633845853,0.0187638192,0.0567884459,0.0032249276,0.1435361691,0.0835568473,0.0069817467,7.6486770694828E-08,0.1158257648,0.0134156086,-8.7476619228255E-05,0.139519155,0.0194655955,6.0162902494,4.263021156,18.1733493764
Razorblade Salvation - Jedi Mind Tricks.mp3,angry,92.28515625,117841,1280.8804347826,0.4428306595,0.2877143302,0.0827795358,0.4637948562,0.2906250859,0.0844629405,0.2469161464,0.1495518305,0.02236575,20.576125156,149.4973134578,22349.4467310937,6.9003569545,29.9845170785,899.0712644288,0.0181946305,3.9156161636,15.332049941,0.2960500121,0.0896624625,0.0080393571,2355.2552682652,703.9043142347,495481.283598279,2281.4343920551,409.0791303406,167345.734880206,21.7109937464,7.1949066016,51.7666810063,4646.6427357204,1449.1075859517,2099912.79566286,3.3414507619,3.8716891216,14.9899766542,0.0087529383,0.0707455153,0.0050049279,0.0949627667,0.0486821038,0.0023699472,1.3342903002922E-05,0.2354800999,0.0554508753,0.0006885023,0.1438231319,0.0206850916,2.5553560091,1.4409375738,2.0763010915
Red Nation - The Game.mp3,angry,172.265625,224762,1284.3542857143,0.426009377,0.2957346218,0.0874589665,0.4643413427,0.2770522587,0.076757954,0.2476474288,0.1483377373,0.0220040843,5.3131854632,44.6889484166,1997.1021105831,1.9802910821,31.9228910688,1019.0709741909,0.0123601229,2.6309963303,6.9221416903,0.1364369541,0.0723768324,0.0052384059,2629.0754169731,870.4207677841,757632.31298985,2580.3139642466,304.543083813,92746.489898319,19.1276012366,6.5080492709,42.3547053126,5498.9792484248,1336.9194816965,1787353.70053958,1.6460966075,2.0005780103,4.0023123751,-0.0008515265,0.0688432309,0.0047393904,0.1132086881,0.0786945433,0.0061928311,2.88392743641452E-06,0.0978788808,0.009580276,-0.0001137016,0.0869665369,0.0075631789,6.7186938776,4.0198716175,16.1593678209
Remember The Name (feat Styles Of Beyond) - Fort Minor.mp3,angry,112.3471467391,144749,1292.4017857143,0.4313150199,0.2988579548,0.0893160772,0.5362014949,0.2587186411,0.0669353352,0.2707529895,0.1001306747,0.010026152,17.061559846,118.5833919297,14062.0208415595,0.6617233831,38.7670949948,1502.8876543328,0.0074818869,3.1790502135,10.1063602599,0.2409562618,0.1419533938,0.0201507658,2294.5890157653,953.2667975943,908717.587395749,2267.1300338786,586.1530123346,343575.353868924,19.5539789163,7.0419774746,49.5894467531,4642.3677615706,1853.7971854991,3436564.00496444,3.1319842125,4.2097920114,17.7223487794,0.0141840469,0.0628236877,0.0039468157,0.1024065992,0.0706876039,0.0049967374,2.87406919596833E-06,0.1546664536,0.0239217114,0.0007808643,0.1745356917,0.0304627065,3.1114739229,1.1680352692,1.36430639
Ridin' Dirty (feat Chamillionaire) - Chamillionaire.mp3,angry,95.703125,119305,1255.8421052632,0.4361384284,0.2971601607,0.0883041611,0.5507296756,0.2621656795,0.0687308435,0.2695520319,0.103320063,0.0106750354,1.8151835091,13.0753245285,170.9641115266,-0.5969317439,41.9896998117,1763.1348902728,0.0093232006,3.7618629689,14.1516129964,0.088022083,0.0334502831,0.0011189213,2852.6287449632,1107.3957121095,1226325.26319846,2688.3391194331,511.2667636071,261393.703569264,19.8598589788,7.2117112272,52.0087788246,5885.2435794039,2044.6077478788,4180420.84268618,1.1119433075,1.3073777534,1.70923659,0.004394116,0.0533940235,0.0028509217,0.1380692709,0.0869292809,0.0075566999,-5.28866394233773E-07,0.0541865788,0.0029361853,3.70672023564111E-06,0.0561493076,0.0031527446,2.954739229,1.7167678612,2.9472918893
Riot Maker - Tech N9ne.mp3,angry,80.7495117188,94294,1257.2533333333,0.4498648761,0.2919282971,0.0852221307,0.4829121612,0.2890812008,0.0835679406,0.2530020339,0.1390082881,0.0193233042,18.3076254675,169.6475924061,28780.3056091882,5.2397457611,37.4804381981,1404.7832475187,0.0073673768,3.6407124753,13.254787328,0.2516979277,0.1389286369,0.0193011668,2273.9543363811,1018.6578882576,1037663.89330942,2290.9596380299,511.0142738738,261135.588102758,20.0801233446,7.51257937,56.4388487911,4607.0596417406,1805.2347313998,3258872.43545194,2.9169996941,3.8387059657,14.7356634914,-0.0114908943,0.069686618,0.0048562247,0.099511303,0.0747039033,0.0055806732,1.36699291033437E-05,0.1988387704,0.0395368561,6.10861461609602E-05,0.1452847868,0.0211076681,3.349478458,1.8363134524,3.3720470956
Ripped To Shreds (feat Vinnie Paz Celph Titled & Demoz) - Jedi Mind Tricks.mp3,angry,86.1328125,106475,1267.5595238095,0.4195086033,0.30345492,0.0920848885,0.4602523887,0.2959082834,0.0875617122,0.2422921308,0.1569326501,0.0246278567,18.5935570261,128.2842315361,16456.8440608074,4.8189846887,29.7262768819,883.6515372589,0.0107288966,2.9606392545,8.7653847954,0.2710514963,0.1209343001,0.0146251051,3050.5925530006,1004.7211121392,1009464.51317827,2673.9946776347,435.1824589578,189383.772584578,20.7589586123,7.5197919368,56.5472707724,6141.3711973019,1665.4077355072,2773582.92548726,3.1879337106,3.8611395504,14.9083986277,-0.015563134,0.0775869241,0.0060197308,0.1483150518,0.0951213984,0.0090480804,4.4562939365278E-06,0.203800261,0.0415345468,0.0002110408,0.148301959,0.0219934732,1.7983854875,1.0179103484,1.0361414773
Rock Star - Chamillionaire.mp3,angry,103.359375,130360,1278.0392156863,0.4849124684,0.2869734556,0.0823537642,0.4044520244,0.2826788335,0.0799073229,0.2340657946,0.168957205,0.0285465371,5.4808018571,46.156147228,2130.3899269328,5.124055652,33.1144517169,1096.5669125107,0.001014977,3.2294211582,10.4291610169,0.1471675783,0.0545500666,0.0029757097,2624.6354711267,1068.0020376289,1140628.35237947,2698.4961347549,442.0308475886,195391.270219864,19.0185098791,6.4979768992,42.2237037823,5662.2240946389,1873.8343218236,3511255.06564416,1.6430582767,1.8711471977,3.5011918354,0.0228603064,0.0783897609,0.0061449546,0.0981615379,0.0733554193,0.0053810175,-7.606583380948E-07,0.1268693805,0.0160958413,7.47097801649943E-05,0.0641023666,0.004109113,2.0921179138,1.1120128162,1.2365725033
Réquiem - Nach.mp3,angry,172.265625,228147,1296.2897727273,0.4229796324,0.2941410117,0.0865189348,0.5126324568,0.2623896179,0.0688483116,0.2587187264,0.128054496,0.0163979539,11.3634776361,90.6771287763,8222.3416831189,1.7293365174,39.7894702524,1583.2019429639,0.0157743616,2.8528265355,8.1386192419,0.1924774051,0.1206496805,0.0145563446,2091.4787659344,946.9794898686,896770.154231803,2222.1511732091,567.5033041364,322060.000205696,19.6075353315,7.13634331,50.9273958383,4343.8862331142,1938.5863535592,3758117.05020592,2.6291532553,3.6236037608,13.1305042155,0.0114530304,0.0700736401,0.004910315,0.1017680921,0.0687965649,0.0047329673,-2.29128963837866E-05,0.1119150817,0.0125249848,-0.000157202,0.1492126286,0.0222644098,9.8684807256,3.2013909863,10.2489042471
Saviorself - Jedi Mind Tricks.mp3,angry,184.5703125,226115,1299.5114942529,0.4598424138,0.2986166518,0.0891719047,0.5672522111,0.26033148,0.0677724795,0.2693417384,0.1038670365,0.0107883613,10.8767013803,120.5137709993,14523.5690004668,2.5909232735,41.7165160722,1740.2677132027,0.011807217,2.9361326792,8.6208751097,0.1756943315,0.1314536482,0.0172800608,2364.8298619475,891.2643688819,794352.175238383,2547.7980860065,580.085987986,336499.753457651,19.6528695775,7.686009082,59.0747356086,5284.4638789032,1852.7452607644,3432665.00128474,1.9316373122,2.787731381,7.7714462528,0.0041828446,0.0544664613,0.0029665954,0.0934518159,0.0597916068,0.0035750362,-3.44410796060401E-06,0.145869866,0.0212780163,9.05105189303868E-05,0.1104003415,0.0121882353,5.3893514739,2.377976177,5.6547706985
See You in Hell (feat Celph Titled Planetary Blacastan & Vinnie Paz) - Army Of The Pharaohs.mp3,angry,86.1328125,105739,1489.2816901409,0.4263526372,0.3038083599,0.0922995195,0.5548985552,0.2687002535,0.0721998262,0.2594149399,0.126638155,0.0160372223,21.5146079267,145.2277404029,21091.096582542,2.4129647712,45.571741688,2076.7836404788,0.0147533795,2.551279408,6.5090266175,0.2751315832,0.1462416053,0.0213866066,2467.8290332199,1061.0426111685,1125811.4227153,2373.3281412723,877.9815746171,770851.645367154,22.9327168423,10.0063217606,100.1264751761,5311.8012135981,2150.6996995602,4625509.19768827,3.146974185,3.9483384567,15.5893765686,-0.0029478659,0.0488125034,0.0023826605,0.103958744,0.0644943523,0.0041595215,2.41097004618496E-05,0.2117205113,0.0448255762,2.99293715215754E-05,0.1412990987,0.0199654363,12.8394739229,3.1907502364,10.1808870712
Serial Killa (feat The DOC Tha Dogg Pound & RBX) - Snoop Dogg.mp3,angry,99.3840144231,126418,1276.9494949495,0.4580521365,0.3026259228,0.0915824491,0.5318859501,0.2702126132,0.0730148563,0.2706388779,0.1004386933,0.0100879311,12.5359834809,96.8335429899,9376.7350479734,3.5101579892,20.2285395671,409.193813017,0.0079998228,3.0442027374,9.2671703065,0.232359916,0.0924482495,0.0085466783,4088.6315156598,756.1624293294,571781.619529265,3179.9941858768,299.7686135719,89861.2216828039,19.783895373,7.1611941339,51.2827014235,8091.9469024375,739.953833442,547531.675625461,2.6976565262,3.2617303703,10.6388850086,0.0148934414,0.0594634392,0.0035359006,0.2329419021,0.1135314979,0.012889401,8.60864417973062E-07,0.1615398079,0.0260951109,3.99435812141746E-05,0.1358918995,0.0184666067,2.6911927438,1.5926570109,2.5365563545
Insane in the Brain - Cypress Hill.mp3,angry,198.7680288462,261949,1296.7772277228,0.4337130343,0.3123221883,0.0975451493,0.5088535267,0.2777733743,0.0771580475,0.2630121076,0.1189872456,0.0141579646,1.1769830552,10.5541233155,111.3895189583,-3.7025194962,61.9333346293,3835.7379383049,0.0099499588,4.1370398724,17.1150989057,0.0657666922,0.0331618227,0.0010997064,2272.3157528491,892.3869065124,796354.39091469,2151.5293484562,371.2369997659,137816.909995192,19.9527331567,8.9023530805,79.2518903706,4514.9726985778,1401.1153803294,1963124.30899553,0.7071658411,0.9095429222,0.8272683272,-0.0121556237,0.0654896058,0.0042888885,0.1119231705,0.0862386606,0.0074371066,-4.77750381833175E-06,0.0568468012,0.0032315589,-2.82092678389745E-05,0.0326156132,0.0010637782,3.3645714286,1.9794504033,3.9182238992
Internally Bleeding - Immortal Technique.mp3,angry,73.828125,91656,1255.5616438356,0.3932410087,0.322886193,0.1042554936,0.4509334341,0.3102149113,0.0962332912,0.2404370993,0.159760241,0.0255233346,11.1518989951,70.0436456685,4906.1122985407,1.7448330348,36.8947189743,1361.2202881942,0.0152477398,4.0709183064,16.5723758577,0.2080503106,0.0807463527,0.0065199737,2718.8754728254,1061.3588606462,1126482.63107209,2763.7501232753,409.1379293631,167393.845243548,20.8883485283,7.1616239988,51.2888582998,5951.2890133695,1744.6078989118,3043656.72094547,2.2380399363,2.9376060968,8.62952958,-0.0048997148,0.0824657955,0.0068006074,0.1183192014,0.1034964836,0.0107115221,-0.000008079,0.157079652,0.0246740151,-5.62207387702074E-05,0.1227795407,0.0150748156,4.1772698413,2.4455242567,5.9805888899
Ironman Thug - Ras Kass.mp3,angry,86.1328125,106326,1281.0361445783,0.5073295499,0.2816609349,0.0793328823,0.5164874641,0.2723080471,0.0741516725,0.2573248783,0.1308328718,0.0171172403,6.4423584799,42.1361416181,1775.4544304589,5.0701221937,36.5758869551,1337.7955065543,0.0029749048,2.5606046723,6.5566962878,0.1627667546,0.047854092,0.0022900142,2244.5895961292,746.7039805655,557566.834592348,2509.1383038983,650.6506644013,423346.287085852,18.9951526446,7.5022397631,56.2836014629,5179.614512913,1779.6679322776,3167217.94917735,1.9673594024,2.1865172867,4.7808578451,-0.0014840163,0.0595313057,0.0035439764,0.0840881159,0.0532146502,0.002831799,0.0024106828,0.1324772835,0.01755023,4.54293985967524E-05,0.0656103864,0.0043047224,8.7829478458,3.1091673178,9.6669214099
John - Lil Wayne.mp3,angry,161.4990234375,204713,1287.5031446541,0.4532981915,0.3060630962,0.0936746189,0.4403405122,0.2969095848,0.0881553016,0.2477809509,0.1481145965,0.0219379337,10.2454528603,98.9400878354,9789.1409808852,1.8133192819,32.7710666683,1073.9428105769,0.0139317312,2.5715485482,6.6128619355,0.1848793328,0.1071253568,0.0114758424,2976.8763764027,794.4274327838,631114.945959489,2785.2377088725,371.1426579122,137746.872522137,20.5792376058,7.9513966382,63.2247084985,6409.1487447544,1173.6588312781,1377475.05223701,1.8904289827,2.4277032723,5.8937431785,0.0191032111,0.0833949642,0.0069547201,0.1297348542,0.087112571,0.0075886,1.7584349052413E-06,0.1610220671,0.025928108,0.0002143744,0.1001353785,0.0100270938,1.1726077098,0.5516633163,0.3043324146
Kill 'Em All Feat Beanie Sigel - Beanie Sigel.mp3,angry,172.265625,209829,1256.4610778443,0.425928158,0.299980299,0.0899881798,0.5141732291,0.2693334729,0.0725405196,0.2697773627,0.1027302678,0.0105535079,2.5447666827,21.0617267644,443.5963342989,-6.4985857271,45.4499229349,2065.6954947925,0.0122279988,3.3758867963,11.3966116615,0.0969499201,0.0658248514,0.0043329108,2957.1948062118,956.0480494405,914027.872839004,2296.0539217078,422.0452853182,178122.222859305,21.1165606489,10.7771967974,116.1479708097,5447.1253953113,1332.3069947546,1775041.92827204,1.4027413116,2.0095652083,4.0383523262,0.002892587,0.0628171635,0.003945996,0.1820846888,0.0964195927,0.0092967378,-5.27481279277708E-06,0.0620649084,0.0038520531,-8.25443275971338E-05,0.0722777098,0.0052240677,2.8014875283,1.6237087703,2.6364301709
Killaz Supreme - Snowgoons.mp3,angry,92.28515625,114326,1270.2888888889,0.4066556403,0.3170767383,0.100537658,0.4312626743,0.2966014072,0.0879723948,0.2399538295,0.1604851802,0.0257554931,20.8364428126,182.6982881257,33378.6644840445,1.7300515211,31.716171498,1005.9155344929,0.0073613083,2.9078452011,8.4555637136,0.2702478468,0.144692421,0.0209358986,2833.4585942051,1062.9352902146,1129831.43118358,2722.2910687781,455.0901968381,207107.087258173,20.5550609238,7.2345555193,52.3387935616,6025.3135657532,1679.156674988,2819567.13915675,2.8581125468,3.6894434981,13.6119933254,-0.0162264849,0.0827855823,0.0068534526,0.1154057647,0.0871665513,0.0075980077,0.0002743124,0.2314598262,0.0535736531,0.0017666275,0.1473037899,0.021698406,2.9617052154,1.3008662269,1.6922529404
